item_id,order_id,product_id,quantity,unit_price,discount_percent
I001214,O00485,P0130,3,49138.43,10.32
I001215,O00486,P0142,4,47065.85,9.74
I001216,O00486,P0358,3,46162.95,4.82
I001217,O00487,P0380,4,45248.49,23.43
I001218,O00487,P0089,4,51427.45,10.01
I001219,O00487,P0316,5,44443.59,25.09
I001220,O00488,P0163,3,6257.63,21.66
I001221,O00488,P0328,4,18912.88,14.92
I001222,O00489,P0388,4,12288.52,25.68
I001223,O00489,P0249,3,20352.67,13.13
I001224,O00490,P0387,-2,57566.64,9.68
I001225,O00490,P0058,2,34994.44,27.26
I001226,O00490,P0359,5,17912.98,16.8
I001227,O00491,P0204,5,41799.04,5.96
I001228,O00491,P0047,5,54898.9,19.9
I001229,O00492,P0075,3,32063.1,11.9
I001230,O00492,P0472,4,6396.84,28.68
I001231,O00492,P0418,3,36882.52,29.12
I001232,O00493,P0116,4,49602.82,7.38
I001233,O00493,P0080,3,1776.28,6.73
I001234,O00493,P0356,2,14872.03,6.77
I001235,O00494,P0075,1,17948.23,28.94
I001236,O00494,P0440,5,29099.74,13.17
I001237,O00495,P0212,2,50904.71,17.43
I001238,O00495,P0322,5,53338.53,29.37
I001239,O00496,P0362,3,48244.88,7.91
I001240,O00496,P0190,3,54023.16,28.11
I001241,O00496,P0164,5,21553.04,28.74
I001242,O00497,P0165,2,47774.31,17.37
I001243,O00497,P0050,5,42559.56,16.06
I001244,O00498,P0414,5,13823.9,10.45
I001245,O00499,P0239,3,34540.7,1.6
I001246,O00499,P0317,4,29928.55,13.09
I001247,O00500,P0012,5,27018.4,19.51
I001248,O00500,P0459,3,28702.26,21.19
I001249,O00501,P0350,3,4111.68,21.57
I001250,O00502,P0486,1,42874.01,14.72
I001251,O00502,P0361,2,59175.15,6.46
I001252,O00502,P0232,3,32396.06,20.24
I001253,O00503,P0120,5,47945.3,15.24
I001254,O00503,P0209,-2,46024.75,29.41
I001255,O00503,P0301,3,51791.5,29.13
I001256,O00504,P0365,3,35329.37,23.24
I001257,O00505,P0315,1,31880.36,21.91
I001258,O00506,P0128,5,46469.31,29.69
I001259,O00506,P0428,2,1963.36,27.86
I001260,O00507,P0170,1,5830.85,12.11
I001261,O00508,P0413,4,23001.18,14.23
I001262,O00508,P0434,3,11142.78,9.34
I001263,O00508,P0091,4,52768.06,14.99
I001264,O00508,P0095,3,24205.38,6.8
I001265,O00509,P0174,4,45158.56,15.72
I001266,O00510,P0451,5,3841.87,16.71
I001267,O00511,P0049,2,303.39,29.55
I001268,O00511,P0007,1,19746.21,9.19
I001269,O00511,P0410,5,33889.21,25.78
I001270,O00512,P0097,5,29992.44,16.06
I001271,O00512,P0500,3,5998.55,20.5
I001272,O00513,P0308,3,34524.3,26.74
I001273,O00513,P0362,2,30538.26,24.43
I001274,O00514,P0016,5,2518.7,16.13
I001275,O00514,P0491,1,48470.85,9.35
I001276,O00514,P0150,1,21073.43,5.41
I001277,O00514,P0266,2,54033.79,14.93
I001278,O00515,P0314,3,56281.53,27.86
I001279,O00515,P0281,4,47086.95,28.32
I001280,O00516,P0174,2,22068.47,7.18
I001281,O00517,P0097,4,2687.11,1.76
I001282,O00517,P0472,4,48692.26,27.29
I001283,O00517,P0363,5,6107.07,15.6
I001284,O00517,P0340,3,54729.65,16.89
I001285,O00518,P0388,5,38663.27,8.48
I001286,O00518,P0070,4,45858.65,8.79
I001287,O00518,P0321,4,24373.44,11.31
I001288,O00518,P0252,1,29576.12,9.65
I001289,O00519,P0313,4,18492.68,29.77
I001290,O00519,P0395,3,46296.4,20.97
I001291,O00519,P0271,1,11447.12,2.68
I001292,O00519,P0457,5,44921.51,17.14
I001293,O00520,P0329,3,44407.57,16.03
I001294,O00520,P0025,3,23217.1,10.55
I001295,O00521,P0422,4,44364.7,15.72
I001296,O00522,P0261,3,40931.78,1.34
I001297,O00522,P0110,1,27542.58,5.57
I001298,O00523,P0365,3,4563.22,6.11
I001299,O00523,P0106,5,38497.18,0.47
I001300,O00524,P0106,1,55473.87,0.14
I001301,O00524,P0124,3,59067.24,29.61
I001302,O00524,P0424,2,22432.67,25.13
I001303,O00524,P0023,2,8671.83,7.39
I001304,O00525,P0452,4,40887.66,21.31
I001305,O00525,P0462,3,12451.6,26.36
I001306,O00525,P0378,3,24670.36,0.31
I001307,O00526,P0194,3,50589.53,5.68
I001308,O00526,P0399,4,15354.84,0.31
I001309,O00526,P0355,4,2699.6,23.01
I001310,O00526,P0066,2,4417.36,3.43
I001311,O00527,P0462,4,4176.72,16.11
I001312,O00527,P0086,3,57327.97,21.45
I001313,O00528,P0146,5,17329.05,25.67
I001314,O00528,P0134,1,45707.16,11.85
I001315,O00528,P0454,2,57022.5,16.64
I001316,O00528,P0255,2,7801.48,29.87
I001317,O00529,P0246,1,6862.12,1.14
I001318,O00529,P0199,2,5199.76,20.81
I001319,O00529,P0035,-2,26269.73,11.13
I001320,O00529,P0379,2,26633.02,23.07
I001321,O00530,P0394,2,43549.63,1.31
I001322,O00530,P0008,2,20612.58,28.51
I001323,O00531,P0180,4,12198.83,19.32
I001324,O00531,P0201,4,9355.23,8.75
I001325,O00532,P0116,2,37707.37,10.08
I001326,O00533,P0013,4,4349.1,7.37
I001327,O00533,P0271,3,33499.82,4.3
I001328,O00533,P0494,3,3591.45,20.54
I001329,O00533,P0210,5,32149.57,18.56
I001330,O00534,P0371,3,22348.25,4.3
I001331,O00534,P0054,2,552.92,0.1
I001332,O00535,P0417,4,46167.99,3.59
I001333,O00536,P0391,1,33905.6,2.22
I001334,O00536,P0333,4,56245.21,19.34
I001335,O00537,P0352,5,23328.67,27.31
I001336,O00537,P0122,4,36833.99,10.35
I001337,O00537,P0326,4,28851.92,26.96
I001338,O00538,P0275,3,13585.62,8.61
I001339,O00538,P0375,2,57789.77,11.65
I001340,O00538,P0132,2,22211.07,0.63
I001341,O00538,P0413,3,8810.23,13.8
I001342,O00539,P0206,2,50440.09,10.59
I001343,O00539,P0483,4,25384.21,12.53
I001344,O00540,P0228,4,27918.33,10.13
I001345,O00540,P0341,4,8160.26,15.9
I001346,O00540,P0126,2,42812.87,17.05
I001347,O00540,P0486,5,21932.21,13.9
I001348,O00541,P0192,3,12968.12,4.24
I001349,O00541,P0056,5,39203.8,9.01
I001350,O00541,P0427,5,24844.65,5.98
I001351,O00541,P0173,5,53417.49,19.79
I001352,O00542,P0093,4,1625.36,6.19
I001353,O00542,P0291,2,16544.53,22.38
I001354,O00542,P0289,2,38546.04,17.25
I001355,O00542,P0411,2,9210.86,9.49
I001356,O00543,P0445,2,45804.69,14.6
I001357,O00543,P0313,5,31929.17,18.84
I001358,O00544,P0347,1,47260.34,2.57
I001359,O00545,P0472,1,20024.22,2.7
I001360,O00546,P0104,2,57485.8,9.23
I001361,O00546,P0034,3,37469.25,9.47
I001362,O00546,P0464,4,28610.22,21.11
I001363,O00547,P0156,1,48179.69,4.79
I001364,O00547,P0451,2,9962.75,3.55
I001365,O00547,P0467,5,24698.86,16.85
I001366,O00548,P0359,3,41459.83,27.11
I001367,O00548,P0500,1,39899.37,4.4
I001368,O00548,P0228,1,45389.28,4.07
I001369,O00548,P0196,4,22886.31,5.11
I001370,O00549,P0301,3,55870.34,17.55
I001371,O00550,P0230,1,58223.74,28.4
I001372,O00550,P0291,3,53159.11,29.63
I001373,O00551,P0036,2,8269.62,9.0
I001374,O00551,P0202,2,6836.11,28.05
I001375,O00551,P0492,2,57702.19,9.62
I001376,O00552,P0182,5,59017.54,14.84
I001377,O00553,P0087,3,51104.92,5.76
I001378,O00553,P0144,5,54275.94,0.7
I001379,O00553,P0164,2,3310.26,7.16
I001380,O00553,P0157,3,27046.08,12.99
I001381,O00554,P0140,4,39632.75,9.99
I001382,O00555,P0067,5,838.54,17.21
I001383,O00556,P0195,2,54291.18,11.4
I001384,O00556,P0019,3,41871.99,10.07
I001385,O00556,P0412,5,51246.87,23.52
I001386,O00557,P0363,3,8113.94,10.39
I001387,O00557,P0134,5,11735.63,8.45
I001388,O00557,P0043,4,55142.81,2.54
I001389,O00557,P0342,3,51716.45,26.87
I001390,O00558,P0416,2,48412.35,3.21
I001391,O00559,P0091,3,4084.56,17.16
I001392,O00560,P0399,1,51848.69,0.29
I001393,O00560,P0007,3,52235.54,18.52
I001394,O00561,P0299,4,37933.97,9.93
I001395,O00561,P0341,1,36831.4,1.68
I001396,O00562,P0103,1,11297.37,21.55
I001397,O00562,P0047,1,26091.57,20.57
I001398,O00563,P0026,1,23336.68,18.76
I001399,O00563,P0099,4,49089.55,21.25
I001400,O00564,P0310,2,28258.79,21.95
I001401,O00564,P0304,1,26662.48,15.23
I001402,O00564,P0041,2,58456.58,7.9
I001403,O00564,P0450,5,34610.96,5.68
I001404,O00565,P0360,1,11454.27,25.46
I001405,O00566,P0084,4,38190.76,17.77
I001406,O00566,P0308,4,30497.94,8.56
I001407,O00567,P0129,3,44179.5,15.92
I001408,O00567,P0336,3,17030.66,4.84
I001409,O00567,P0032,1,29736.6,27.08
I001410,O00567,P0031,-5,45387.88,12.9
I001411,O00568,P0007,1,19240.2,23.14
I001412,O00568,P0469,3,41944.94,18.17
I001413,O00568,P0492,1,34238.23,21.81
I001414,O00568,P0164,4,21615.13,24.33
I001415,O00569,P0256,3,45852.07,9.4
I001416,O00569,P0382,2,13841.08,5.12
I001417,O00569,P0354,3,24702.0,26.4
I001418,O00570,P0473,4,27924.71,26.97
I001419,O00570,P0232,2,8696.56,22.52
I001420,O00570,P0215,1,52427.03,23.65
I001421,O00571,P0446,2,24085.21,0.42
I001422,O00571,P0406,2,9232.11,28.38
I001423,O00571,P0112,1,1180.08,14.17
I001424,O00571,P0139,3,12025.84,14.92
I001425,O00572,P0156,5,16804.64,5.7
I001426,O00572,P0311,4,26084.8,28.42
I001427,O00573,P0250,1,21331.49,3.18
I001428,O00573,P0488,3,42420.24,18.23
I001429,O00574,P0121,5,56611.61,24.11
I001430,O00574,P0214,4,975.46,9.24
I001431,O00575,P0174,3,41106.64,12.87
I001432,O00575,P0063,5,7939.8,8.46
I001433,O00576,P0414,2,22300.14,29.11
I001434,O00576,P0033,1,26935.28,12.51
I001435,O00576,P0108,3,41359.25,27.3
I001436,O00577,P0325,4,47251.01,16.65
I001437,O00577,P0296,3,41960.11,27.06
I001438,O00577,P0495,3,46939.39,17.17
I001439,O00578,P0363,5,36641.35,24.4
I001440,O00578,P0128,4,33885.22,26.72
I001441,O00579,P0262,1,23171.77,4.45
I001442,O00579,P0165,1,31848.29,13.88
I001443,O00579,P0462,3,4202.14,11.69
I001444,O00580,P0406,3,42772.08,10.91
I001445,O00580,P0399,1,28530.07,6.7
I001446,O00581,P0168,3,49525.24,14.48
I001447,O00582,P0402,3,57408.72,14.54
I001448,O00582,P0161,5,53016.17,6.0
I001449,O00583,P0491,5,36383.87,8.87
I001450,O00583,P0032,2,31505.43,15.12
I001451,O00584,P0405,4,25494.88,24.56
I001452,O00584,P0006,3,15807.08,4.32
I001453,O00585,P0015,4,4906.84,13.95
I001454,O00586,P0229,4,33404.81,17.82
I001455,O00586,P0389,3,6643.14,8.21
I001456,O00587,P0102,5,27309.34,4.89
I001457,O00587,P0066,3,57375.11,3.72
I001458,O00587,P0445,3,33243.99,11.06
I001459,O00588,P0426,4,33097.6,18.87
I001460,O00588,P0331,3,23853.15,9.8
I001461,O00588,P0429,1,38688.53,9.72
I001462,O00589,P0453,5,3540.38,21.52
I001463,O00590,P0255,1,55631.53,4.2
I001464,O00590,P0053,5,9970.23,21.42
I001465,O00591,P0387,3,58344.7,10.14
I001466,O00592,P0176,1,29648.85,16.35
I001467,O00592,P0269,4,38580.76,11.88
I001468,O00592,P0080,5,49406.19,24.43
I001469,O00592,P0230,2,7091.9,27.34
I001470,O00593,P0117,2,3579.55,20.51
I001471,O00593,P0013,1,38645.57,20.92
I001472,O00593,P0246,1,2722.12,22.76
I001473,O00594,P0489,2,30134.92,9.69
I001474,O00594,P0388,4,1351.49,22.97
I001475,O00595,P0013,4,33091.86,1.2
I001476,O00595,P0302,-1,12688.43,17.48
I001477,O00595,P0004,3,42169.09,17.45
I001478,O00595,P0189,5,53935.02,4.93
I001479,O00596,P0078,5,639.53,18.83
I001480,O00596,P0319,3,16085.67,11.23
I001481,O00597,P0082,2,45299.45,7.69
I001482,O00597,P0101,-3,53896.1,11.78
I001483,O00597,P0334,3,27208.66,13.37
I001484,O00597,P0496,5,46247.0,6.14
I001485,O00598,P0022,4,48317.22,22.28
I001486,O00599,P0103,5,44195.01,8.96
I001487,O00599,P0354,2,53221.8,24.54
I001488,O00600,P0238,1,38940.24,6.89
I001489,O00600,P0456,3,13165.0,0.71
I001490,O00600,P0007,2,49809.31,25.81
I001491,O00601,P0256,4,43254.16,13.74
I001492,O00601,P0201,5,45280.75,27.62
I001493,O00602,P0288,5,17263.48,29.6
I001494,O00602,P0439,2,4844.91,3.22
I001495,O00602,P0001,1,37232.75,25.71
I001496,O00602,P0485,3,55823.53,9.1
I001497,O00603,P0374,5,57680.26,2.92
I001498,O00603,P0189,2,38817.17,29.13
I001499,O00603,P0380,3,4750.75,12.52
I001500,O00603,P0012,3,46272.53,26.96
I001501,O00604,P0073,3,27524.27,27.97
I001502,O00604,P0410,2,7395.44,19.1
I001503,O00604,P0488,1,52841.38,27.96
I001504,O00605,P0008,1,5348.5,7.04
I001505,O00605,P0446,5,41756.13,8.19
I001506,O00606,P0360,5,28887.55,21.94
I001507,O00607,P0111,1,23972.83,11.32
I001508,O00607,P0020,4,26062.75,13.97
I001509,O00608,P0499,1,34690.29,1.32
I001510,O00608,P0033,3,42652.12,21.57
I001511,O00609,P0411,3,1659.89,8.16
I001512,O00609,P0447,2,14242.15,13.44
I001513,O00610,P0333,1,52436.55,25.06
I001514,O00611,P0287,4,47559.43,21.47
I001515,O00611,P0381,1,17333.72,2.65
I001516,O00611,P0189,4,49278.71,16.34
I001517,O00611,P0192,3,43626.68,16.22
I001518,O00612,P0377,3,24538.7,17.41
I001519,O00612,P0191,4,59014.06,23.02
I001520,O00612,P0076,4,40607.5,12.23
I001521,O00613,P0045,5,15341.38,4.13
I001522,O00613,P0474,3,38798.76,13.52
I001523,O00613,P0277,2,53406.51,10.3
I001524,O00613,P0471,2,36007.79,16.21
I001525,O00614,P0436,5,8543.37,24.49
I001526,O00614,P0106,4,5088.26,12.57
I001527,O00615,P0257,5,2710.31,3.11
I001528,O00616,P0131,5,39945.29,4.94
I001529,O00617,P0351,3,29452.96,9.76
I001530,O00617,P0429,3,32997.35,11.85
I001531,O00618,P0113,5,21197.83,12.24
I001532,O00618,P0385,1,13703.73,19.32
I001533,O00618,P0080,2,43028.87,26.8
I001534,O00618,P0497,5,48036.13,14.86
I001535,O00619,P0356,3,14661.63,12.18
I001536,O00620,P0278,1,57102.72,5.73
I001537,O00620,P0009,-1,17887.89,6.21
I001538,O00621,P0035,3,27265.44,3.57
I001539,O00622,P0339,4,831.99,17.93
I001540,O00622,P0176,4,22619.97,9.11
I001541,O00622,P0318,5,55189.43,19.06
I001542,O00623,P0348,4,58625.4,15.0
I001543,O00624,P0016,3,42097.76,25.84
I001544,O00624,P0197,5,46233.29,12.68
I001545,O00624,P0301,5,52862.02,28.47
I001546,O00625,P0014,4,2512.56,14.62
I001547,O00625,P0464,1,28597.33,16.31
I001548,O00625,P0043,2,43511.86,21.47
I001549,O00625,P0473,1,27390.23,22.47
I001550,O00626,P0310,4,2253.66,9.29
I001551,O00626,P0398,4,13150.01,12.32
I001552,O00627,P0351,2,35687.06,20.26
I001553,O00628,P0479,5,26776.91,15.06
I001554,O00629,P0141,-5,23413.05,27.75
I001555,O00629,P0335,1,15341.62,3.53
I001556,O00629,P0265,4,10600.34,13.55
I001557,O00629,P0438,2,2581.03,18.03
I001558,O00630,P0057,2,58120.17,2.3
I001559,O00630,P0247,4,15092.75,11.62
I001560,O00630,P0382,-2,46393.27,1.32
I001561,O00630,P0094,2,20536.21,20.49
I001562,O00631,P0118,4,48543.43,28.44
I001563,O00631,P0060,1,10033.11,3.96
I001564,O00631,P0485,5,33853.69,13.14
I001565,O00631,P0188,4,1428.15,15.76
I001566,O00632,P0326,5,6558.42,14.21
I001567,O00632,P0143,4,33525.44,12.67
I001568,O00632,P0034,1,15913.98,28.46
I001569,O00633,P0244,4,30525.39,7.3
I001570,O00633,P0476,2,7436.45,4.86
I001571,O00633,P0293,2,39945.53,13.38
I001572,O00634,P0286,3,28777.21,29.13
I001573,O00634,P0337,2,35010.81,3.48
I001574,O00634,P0021,2,12306.35,9.01
I001575,O00635,P0006,3,3787.64,23.64
I001576,O00635,P0058,5,40021.49,17.57
I001577,O00635,P0005,3,52847.0,4.11
I001578,O00635,P0472,2,51663.02,24.04
I001579,O00636,P0340,4,28800.87,6.42
I001580,O00636,P0089,4,33271.35,18.81
I001581,O00637,P0075,2,51499.17,4.36
I001582,O00638,P0245,5,59394.04,2.18
I001583,O00639,P0127,4,50418.3,10.85
I001584,O00639,P0116,3,24502.21,22.57
I001585,O00640,P0446,3,46881.79,0.83
I001586,O00641,P0201,4,36464.9,26.01
I001587,O00641,P0384,2,28866.07,28.48
I001588,O00641,P0261,4,38833.25,22.66
I001589,O00642,P0124,5,31371.26,14.91
I001590,O00642,P0039,4,36069.34,12.52
I001591,O00643,P0361,2,46420.5,1.2
I001592,O00644,P0202,3,27977.52,24.2
I001593,O00644,P0470,3,18349.11,16.06
I001594,O00644,P0168,3,51351.66,14.1
I001595,O00645,P0198,-5,41775.92,27.7
I001596,O00645,P0310,-5,39728.33,17.22
I001597,O00645,P0241,3,5641.06,14.69
I001598,O00645,P0176,5,31116.46,18.94
I001599,O00646,P0323,3,56062.82,26.24
I001600,O00646,P0305,5,13824.97,27.8
I001601,O00646,P0166,2,34047.69,10.46
I001602,O00647,P0099,3,31156.77,12.35
I001603,O00647,P0136,5,25546.12,19.77
I001604,O00647,P0394,5,53454.91,4.18
I001605,O00648,P0098,3,42814.74,16.59
I001606,O00648,P0105,4,34988.59,5.2
I001607,O00648,P0371,3,38388.0,6.17
I001608,O00649,P0094,4,22624.92,11.75
I001609,O00649,P0368,3,55962.54,13.77
I001610,O00649,P0175,2,15432.6,2.16
I001611,O00650,P0495,4,48824.25,29.52
I001612,O00651,P0035,2,48757.07,7.64
I001613,O00652,P0233,5,35098.3,8.31
I001614,O00652,P0291,4,12111.56,1.53
I001615,O00652,P0219,4,35797.25,14.29
I001616,O00652,P0199,3,7342.8,5.43
I001617,O00653,P0390,1,2653.87,2.11
I001618,O00653,P0056,5,32206.31,3.82
I001619,O00653,P0050,4,12452.59,26.74
I001620,O00654,P0006,1,20388.83,18.73
I001621,O00655,P0146,4,14592.68,6.61
I001622,O00655,P0310,5,45153.25,27.84
I001623,O00655,P0182,2,9271.83,16.61
I001624,O00656,P0391,2,10476.17,28.99
I001625,O00656,P0197,2,32594.33,0.52
I001626,O00656,P0083,1,34360.17,18.42
I001627,O00657,P0415,4,7648.88,7.39
I001628,O00657,P0209,2,14673.07,18.29
I001629,O00657,P0457,2,55074.01,8.38
I001630,O00658,P0123,3,26224.56,25.83
I001631,O00659,P0229,2,14084.41,25.42
I001632,O00659,P0210,4,26663.15,22.17
I001633,O00659,P0197,5,45091.51,0.69
I001634,O00659,P0392,3,12466.7,20.2
I001635,O00660,P0405,5,20668.87,0.62
I001636,O00660,P0260,5,23396.46,13.27
I001637,O00660,P0106,3,8842.04,2.32
I001638,O00660,P0429,4,10269.22,12.12
I001639,O00661,P0161,3,24425.12,7.46
I001640,O00661,P0149,2,22890.75,26.33
I001641,O00662,P0352,5,14795.56,20.93
I001642,O00663,P0366,1,23454.42,10.36
I001643,O00663,P0196,1,29559.26,21.73
I001644,O00663,P0466,4,5549.76,7.65
I001645,O00663,P0118,3,22122.37,29.91
I001646,O00664,P0081,2,13304.38,17.56
I001647,O00664,P0265,5,31950.01,5.87
I001648,O00664,P0019,4,22001.4,22.82
I001649,O00664,P0047,2,5724.13,20.86
I001650,O00665,P0129,1,31610.18,7.65
I001651,O00666,P0151,2,51538.32,8.36
I001652,O00666,P0469,2,13899.5,9.35
I001653,O00667,P0119,1,37332.49,17.18
I001654,O00668,P0148,5,28320.85,12.7
I001655,O00668,P0086,2,1227.47,28.84
I001656,O00669,P0035,1,16288.84,23.49
I001657,O00670,P0399,4,33295.63,11.07
I001658,O00671,P0079,5,55942.58,7.37
I001659,O00671,P0005,3,51353.36,22.99
I001660,O00672,P0257,5,53711.32,11.81
I001661,O00673,P0025,-4,9523.38,3.97
I001662,O00673,P0442,5,50089.94,17.22
I001663,O00674,P0237,2,27405.66,21.31
I001664,O00674,P0366,2,9892.8,18.18
I001665,O00674,P0022,1,58974.81,4.08
I001666,O00675,P0236,5,47970.52,20.33
I001667,O00675,P0203,5,32579.84,12.12
I001668,O00675,P0269,4,57733.87,28.3
I001669,O00676,P0403,5,34732.82,25.13
I001670,O00676,P0208,3,31503.53,12.23
I001671,O00676,P0258,4,7749.14,1.09
I001672,O00677,P0308,3,50548.37,3.47
I001673,O00678,P0196,4,18111.17,0.72
I001674,O00678,P0250,2,45068.62,6.47
I001675,O00678,P0397,2,27106.44,17.71
I001676,O00678,P0389,2,39014.46,9.06
I001677,O00679,P0073,1,54050.11,27.11
I001678,O00679,P0130,4,24074.5,21.39
I001679,O00680,P0452,2,27905.3,12.47
I001680,O00680,P0027,2,56873.98,26.91
I001681,O00680,P0473,-1,17866.0,1.59
I001682,O00681,P0466,4,53245.38,26.16
I001683,O00681,P0040,5,17778.27,24.63
I001684,O00681,P0283,4,2623.36,29.44
I001685,O00681,P0434,4,4251.79,9.94
I001686,O00682,P0473,5,10123.53,29.76
I001687,O00682,P0075,5,16322.59,0.74
I001688,O00682,P0112,5,22401.73,13.45
I001689,O00683,P0409,5,27725.4,18.65
I001690,O00683,P0146,3,3244.8,15.51
I001691,O00683,P0064,4,45557.85,13.0
I001692,O00684,P0342,5,43774.13,16.99
I001693,O00685,P0496,2,55990.27,11.34
I001694,O00686,P0375,3,8808.3,22.86
I001695,O00686,P0101,1,37089.09,8.27
I001696,O00686,P0113,1,2832.0,0.36
I001697,O00686,P0069,2,25218.88,5.81
I001698,O00687,P0219,5,34177.57,29.71
I001699,O00687,P0108,1,59463.38,4.9
I001700,O00688,P0136,4,47263.33,6.57
I001701,O00689,P0474,4,7031.37,20.08
I001702,O00689,P0416,3,37084.54,29.38
I001703,O00690,P0490,3,34707.2,16.44
I001704,O00690,P0462,3,37965.17,9.8
I001705,O00690,P0080,5,31298.89,8.37
I001706,O00690,P0305,2,13726.69,0.67
I001707,O00691,P0140,3,56408.41,9.02
I001708,O00691,P0499,4,3266.94,17.75
I001709,O00691,P0411,3,6568.51,4.44
I001710,O00691,P0115,2,52868.62,7.46
I001711,O00692,P0475,1,41903.43,15.18
I001712,O00692,P0212,4,25273.63,9.94
I001713,O00693,P0125,2,37458.88,28.45
I001714,O00694,P0397,3,55582.25,1.71
I001715,O00695,P0418,4,9411.95,14.2
I001716,O00695,P0016,-3,56268.12,3.55
I001717,O00695,P0121,4,52770.53,14.76
I001718,O00695,P0491,4,35387.71,12.16
I001719,O00696,P0147,2,36712.25,4.95
I001720,O00696,P0082,5,19763.15,11.31
I001721,O00697,P0052,1,5122.15,22.12
I001722,O00698,P0277,4,29660.38,2.77
I001723,O00698,P0497,2,59511.87,0.06
I001724,O00699,P0017,2,17627.1,25.31
I001725,O00699,P0348,3,40030.28,2.63
I001726,O00700,P0458,3,19942.48,1.17
I001727,O00700,P0299,1,59293.44,18.43
I001728,O00701,P0405,2,53843.96,24.73
I001729,O00701,P0252,1,16186.35,8.74
I001730,O00702,P0426,5,17209.8,1.95
I001731,O00703,P0081,5,5947.99,18.19
I001732,O00703,P0353,3,2115.62,25.56
I001733,O00703,P0341,2,41755.54,24.31
I001734,O00704,P0488,5,18522.65,19.6
I001735,O00704,P0418,4,25194.58,27.91
I001736,O00704,P0407,3,40042.07,6.32
I001737,O00705,P0077,2,2400.5,1.76
I001738,O00705,P0449,1,9031.26,29.95
I001739,O00705,P0065,2,43421.63,8.47
I001740,O00705,P0171,3,34840.36,21.56
I001741,O00706,P0210,1,55806.42,20.05
I001742,O00706,P0344,5,43816.95,9.08
I001743,O00706,P0364,2,53756.26,19.69
I001744,O00706,P0187,2,23569.5,10.35
I001745,O00707,P0017,3,23495.63,24.38
I001746,O00708,P0338,4,47066.74,25.88
I001747,O00708,P0231,2,48983.72,22.36
I001748,O00708,P0363,4,39572.61,28.74
I001749,O00708,P0385,5,52114.41,5.52
I001750,O00709,P0489,3,25064.9,14.61
I001751,O00709,P0172,-2,2713.12,4.21
I001752,O00710,P0491,3,54456.95,21.62
I001753,O00710,P0214,1,46297.42,18.95
I001754,O00710,P0365,3,48052.48,11.19
I001755,O00710,P0002,1,29071.34,24.73
I001756,O00711,P0109,2,20084.57,19.76
I001757,O00711,P0378,5,16552.07,11.72
I001758,O00712,P0223,-1,27406.16,21.57
I001759,O00712,P0281,3,32419.78,22.67
I001760,O00713,P0146,3,1271.31,17.68
I001761,O00714,P0243,4,55757.09,27.42
I001762,O00715,P0473,3,50121.17,6.69
I001763,O00715,P0136,3,53512.49,25.56
I001764,O00716,P0343,5,15397.69,7.96
I001765,O00716,P0272,2,2624.54,28.56
I001766,O00717,P0123,4,334.57,1.43
I001767,O00717,P0039,3,32208.41,26.98
I001768,O00717,P0482,4,1177.34,26.06
I001769,O00717,P0376,3,46180.27,19.9
I001770,O00718,P0298,-2,32138.58,16.57
I001771,O00718,P0400,1,51342.99,27.77
I001772,O00718,P0200,5,43598.13,5.32
I001773,O00718,P0336,2,1049.84,12.89
I001774,O00719,P0332,2,56805.4,0.62
I001775,O00719,P0067,3,10307.55,8.77
I001776,O00719,P0132,4,9879.32,12.79
I001777,O00720,P0186,1,45952.54,8.66
I001778,O00720,P0278,5,38413.55,2.29
I001779,O00721,P0448,1,51211.21,0.1
I001780,O00721,P0123,1,46764.16,23.83
I001781,O00722,P0495,2,6979.57,13.54
I001782,O00722,P0063,5,46006.79,23.39
I001783,O00722,P0239,5,7501.43,20.04
I001784,O00723,P0403,1,21504.29,2.76
I001785,O00723,P0091,4,48434.79,16.36
I001786,O00723,P0129,1,54673.01,18.61
I001787,O00724,P0033,2,8919.61,4.81
I001788,O00725,P0246,3,1981.39,25.61
I001789,O00725,P0406,4,6393.45,15.37
I001790,O00726,P0109,2,11570.59,19.12
I001791,O00726,P0397,5,44914.51,2.01
I001792,O00726,P0382,2,50103.77,28.01
I001793,O00726,P0400,4,33535.97,13.74
I001794,O00727,P0329,3,12106.96,1.26
I001795,O00727,P0232,2,422.56,10.66
I001796,O00727,P0341,3,38993.27,12.47
I001797,O00728,P0497,3,51748.01,2.56
I001798,O00729,P0305,5,33772.45,3.49
I001799,O00730,P0243,4,33304.39,16.55
I001800,O00730,P0390,3,7361.23,24.32
I001801,O00731,P0126,3,32317.48,12.77
I001802,O00731,P0020,1,3483.8,9.01
I001803,O00731,P0494,2,41815.23,24.47
I001804,O00732,P0144,3,51014.27,29.44
I001805,O00732,P0500,5,21954.36,14.95
I001806,O00733,P0209,1,1763.64,8.55
I001807,O00733,P0095,1,52196.39,27.94
I001808,O00733,P0309,-5,51123.88,10.88
I001809,O00734,P0500,3,46126.33,9.55
I001810,O00735,P0094,5,12896.17,24.01
I001811,O00736,P0026,3,18827.01,22.82
I001812,O00736,P0387,5,54795.8,2.39
I001813,O00737,P0465,5,39542.4,3.01
I001814,O00737,P0207,1,18851.15,26.34
I001815,O00737,P0048,3,16289.08,1.56
I001816,O00738,P0049,5,439.77,26.74
I001817,O00739,P0241,3,24478.12,3.21
I001818,O00740,P0303,5,53722.47,7.43
I001819,O00740,P0172,2,11270.73,27.54
I001820,O00741,P0323,1,28324.88,21.86
